ph,hardness,solid,chloramine,sulfate,conductivity,carbon,trihalo,turbidity,potability
9.01,148.61,"35,021.77",5.59,,387.40,11.86,49.48,3.91,1.00
5.42,205.27,"18,542.96",5.49,306.70,382.08,10.50,67.49,2.91,1.00
9.78,155.94,"23,335.67",7.67,,356.54,10.82,75.33,4.14,1.00
5.20,232.88,"17,818.39",7.30,,404.00,12.87,55.50,3.44,1.00
4.87,224.71,"16,960.43",7.08,323.04,354.39,15.69,79.96,3.92,1.00
7.79,164.96,"25,506.91",7.87,358.26,398.46,15.30,,4.22,1.00
,259.14,"2,808.03",10.09,392.83,354.41,13.90,63.86,4.08,1.00
7.06,187.95,"26,608.93",8.56,405.40,462.31,18.43,41.29,3.61,1.00
7.89,180.16,"32,160.53",7.77,360.28,344.55,11.25,60.29,3.21,1.00
7.54,221.79,"14,829.75",6.70,366.41,583.44,17.73,59.69,4.21,1.00
7.20,207.83,"11,889.25",8.02,,369.04,10.37,62.04,5.70,1.00
,188.61,"27,716.34",5.61,275.18,520.59,12.81,,4.40,1.00
8.72,151.62,"28,301.52",3.65,248.09,468.37,15.15,79.54,3.27,1.00
8.35,134.75,"33,662.39",4.44,,397.11,14.42,55.59,3.94,1.00
6.28,222.69,"18,526.26",8.98,395.26,517.15,15.87,55.38,5.03,1.00
,195.55,"28,415.18",7.49,318.52,494.40,15.02,47.14,4.05,1.00
9.31,163.93,"39,498.66",6.91,325.87,345.66,12.71,62.47,4.49,1.00
4.92,208.41,"15,990.15",5.65,349.66,404.41,11.40,84.53,3.33,1.00
6.14,147.47,"34,865.32",3.68,285.46,475.45,20.94,54.20,5.37,1.00
5.74,208.07,"19,457.64",6.69,,362.06,15.60,82.32,3.53,1.00
6.62,201.78,"17,063.17",8.35,360.61,491.72,10.35,60.01,3.88,1.00
7.62,170.43,"36,267.27",6.04,301.22,404.50,12.50,79.95,4.76,1.00
7.86,182.04,"34,591.68",6.19,287.22,285.23,14.37,74.89,3.50,1.00
7.39,205.99,"13,215.71",7.74,,537.14,16.05,79.36,4.43,1.00
,176.78,"24,793.46",6.39,312.36,377.07,10.07,50.12,4.64,1.00
5.58,223.62,"13,289.20",7.70,368.90,375.28,20.22,104.58,4.04,1.00
4.30,227.01,"7,323.30",7.49,326.70,412.90,12.91,68.75,2.01,1.00
7.31,185.82,"21,989.77",8.44,,425.53,14.95,89.77,3.58,1.00
6.42,185.31,"33,360.17",5.57,374.71,509.82,17.85,103.32,4.05,1.00
,181.30,"23,614.70",5.45,282.31,510.94,13.98,52.30,3.89,1.00
10.77,163.10,"38,037.35",7.60,350.00,477.72,13.53,,3.23,1.00
5.04,190.16,"29,258.74",4.99,300.48,332.36,11.06,116.16,3.53,1.00
,204.86,"24,590.13",7.77,,440.94,12.57,118.36,4.32,1.00
10.42,167.42,"34,535.55",6.35,344.31,491.52,19.36,45.10,4.21,1.00
8.42,191.87,"29,313.78",5.61,306.33,546.79,13.13,96.13,3.44,1.00
7.81,200.71,"15,694.51",7.22,,519.86,13.26,79.34,2.47,1.00
7.56,156.46,"32,833.43",3.31,257.28,277.23,17.86,62.55,3.29,1.00
11.24,169.40,"43,533.66",5.89,341.03,336.45,16.09,59.49,2.93,1.00
5.73,197.19,"12,932.59",5.68,280.93,445.07,14.18,68.12,4.41,1.00
10.49,185.09,"26,453.00",9.55,392.35,455.74,15.98,47.40,3.80,1.00
3.79,218.49,"16,929.29",6.11,,410.69,14.09,60.32,4.62,1.00
5.72,184.23,"19,393.47",5.30,290.28,502.99,19.64,68.24,3.43,1.00
,182.32,"30,430.21",6.15,350.45,479.96,16.58,58.68,4.54,1.00
5.47,218.51,"14,608.36",5.62,,472.80,10.58,73.11,4.96,1.00
,178.23,"37,861.44",3.91,,535.09,17.55,64.07,5.11,1.00
6.77,181.82,"26,880.22",5.22,284.75,475.55,14.67,60.52,4.91,1.00
6.04,188.66,"24,856.61",4.37,295.90,355.01,7.62,79.94,4.75,1.00
,212.48,"23,572.16",4.98,300.73,449.95,7.09,66.03,3.09,1.00
6.32,210.31,"11,682.23",6.97,311.78,375.96,11.97,62.96,4.55,1.00
9.19,165.64,"18,073.97",8.11,,534.70,8.19,59.66,4.19,1.00
8.68,161.12,"40,799.36",5.38,305.53,499.28,15.97,75.91,3.88,1.00
7.96,224.32,"11,551.22",9.49,367.47,451.81,14.91,79.69,2.29,1.00
5.48,196.79,"19,378.36",5.00,295.59,348.40,18.71,76.41,4.44,1.00
7.19,177.49,"34,510.75",4.98,295.83,477.99,16.78,62.76,4.28,1.00
5.47,213.16,"18,295.37",6.04,,317.95,13.79,49.64,2.96,1.00
,195.02,"17,382.43",7.04,329.13,383.79,11.15,90.89,3.84,1.00
9.79,161.06,"30,249.17",5.21,258.04,413.16,12.49,76.23,3.73,1.00
3.64,238.94,"10,102.49",7.53,337.53,509.15,13.82,49.65,5.45,1.00
7.06,188.39,"20,567.15",7.44,360.32,656.92,16.27,84.83,4.40,1.00
6.63,201.67,"24,161.25",7.96,369.62,346.86,17.03,61.21,3.39,1.00
5.91,215.50,"13,086.64",7.78,334.69,283.40,14.68,55.33,5.65,1.00
9.48,122.91,"56,351.40",4.22,219.55,480.85,13.53,41.73,4.13,1.00
8.45,163.95,"19,583.06",6.43,334.66,547.02,18.24,45.67,5.22,1.00
7.73,227.84,"18,767.94",9.72,,328.85,8.23,66.68,4.60,1.00
6.86,179.07,"27,567.38",5.89,227.35,391.60,14.67,83.47,4.50,1.00
5.85,212.16,"19,417.77",8.44,,393.95,17.56,49.39,3.37,1.00
6.30,172.35,"40,682.14",4.24,302.61,485.67,18.74,64.81,3.71,1.00
6.65,251.84,"5,516.87",11.14,,339.21,11.93,76.52,4.39,1.00
7.31,158.71,"23,154.06",4.14,276.55,436.52,10.89,87.91,2.22,1.00
6.57,192.65,"14,598.95",6.16,314.14,343.90,17.34,53.09,2.82,1.00
6.00,196.00,"16,136.43",5.69,301.98,336.91,11.99,43.91,4.32,1.00
,212.91,"14,101.87",9.11,388.79,337.19,8.60,74.58,3.62,1.00
5.94,222.92,"18,061.70",9.98,421.72,323.50,14.30,51.87,3.94,1.00
7.59,195.67,"17,444.67",5.31,,517.20,14.80,85.78,4.53,1.00
6.88,192.02,"25,422.34",7.57,,501.61,10.79,68.29,3.40,1.00
8.02,211.03,"14,034.49",9.80,389.34,491.08,14.51,35.57,4.31,1.00
8.78,199.93,"19,471.47",7.42,319.74,324.94,16.31,74.57,3.47,1.00
6.91,179.21,"25,612.15",7.22,318.99,298.55,11.86,94.34,4.62,1.00
8.72,181.01,"17,430.92",7.42,,289.20,14.43,55.39,3.91,1.00
5.97,197.10,"22,543.26",5.66,338.36,410.80,11.17,59.83,3.72,1.00
4.43,256.21,"8,746.90",9.01,,432.11,16.31,,4.27,1.00
,134.68,"30,211.83",4.79,234.29,391.82,19.00,,3.84,1.00
,221.68,"10,117.08",8.03,356.21,508.26,14.06,40.92,3.19,1.00
8.22,155.76,"30,579.37",3.31,,344.95,13.69,77.18,4.51,1.00
7.83,176.73,"33,337.11",5.44,286.99,290.12,5.87,75.71,5.20,1.00
7.95,186.79,"15,171.01",7.83,,406.61,20.54,88.06,3.32,1.00
6.11,178.45,"30,606.22",5.57,260.77,472.26,16.71,46.55,3.68,1.00
,226.27,"15,380.12",6.66,,392.56,14.08,50.29,4.52,1.00
7.14,179.23,"19,862.81",8.11,337.95,364.52,17.38,88.36,3.77,1.00
,223.51,"20,134.40",7.98,359.23,477.34,10.93,49.15,4.31,1.00
7.97,156.45,"27,008.01",4.72,,455.84,8.36,52.50,3.17,1.00
6.64,194.05,"20,339.02",6.03,307.95,412.58,15.89,57.64,4.52,1.00
6.39,193.05,"31,620.19",7.07,,515.81,13.08,99.64,3.04,1.00
6.28,205.12,"25,972.80",8.42,383.67,456.54,13.95,32.80,4.60,1.00
7.99,174.56,"34,585.09",6.59,,543.95,12.20,71.27,4.65,1.00
5.07,211.69,"22,781.36",5.33,317.10,483.44,14.50,77.21,4.36,1.00
,164.91,"32,768.23",6.31,285.56,527.20,15.84,59.73,3.50,1.00
8.15,205.85,"15,661.94",7.01,335.62,555.59,14.86,72.76,2.80,1.00
7.58,185.05,"23,072.78",5.89,297.51,518.05,12.04,80.31,4.16,1.00
5.34,198.38,"13,492.84",6.56,328.65,591.36,14.08,61.39,4.10,1.00
7.87,219.62,"12,760.44",8.08,360.09,350.83,15.70,84.16,2.94,1.00
5.33,233.14,"13,580.62",7.36,356.42,438.55,10.05,55.23,4.86,1.00
10.55,185.17,"32,150.98",8.93,,566.38,14.28,85.39,3.95,1.00
,186.17,"18,085.16",4.95,298.40,347.99,15.72,75.59,3.07,1.00
7.47,177.23,"15,736.58",6.88,277.11,401.62,11.29,58.24,3.71,1.00
7.94,211.82,"32,071.18",7.77,290.34,353.34,17.87,78.49,4.11,0.00
2.69,151.78,"30,204.55",6.05,303.70,377.20,14.12,45.60,4.65,0.00
9.14,194.82,"9,496.91",6.19,345.71,562.77,13.68,74.42,3.28,0.00
5.21,192.65,"34,184.31",5.78,282.97,380.43,15.87,80.50,4.45,0.00
8.65,175.43,"9,898.02",6.05,336.48,410.63,10.07,,5.23,0.00
7.76,186.69,"22,440.40",7.46,343.00,320.93,19.57,,2.84,0.00
7.10,177.57,"12,691.52",7.17,,447.03,14.38,60.74,5.46,0.00
5.36,179.91,"27,045.93",6.52,311.47,408.92,9.70,79.48,3.87,0.00
6.58,200.73,"23,720.48",8.57,353.01,458.36,13.00,79.53,4.15,0.00
6.81,209.74,"32,602.34",7.42,341.17,340.03,16.74,42.35,4.40,0.00
,191.53,"12,885.52",6.98,328.60,596.75,13.45,50.76,2.37,0.00
5.57,193.16,"17,546.40",9.22,366.20,538.53,13.95,67.14,5.15,0.00
8.56,216.66,"18,337.46",8.29,311.33,390.94,17.14,39.78,3.69,0.00
4.48,172.38,"13,122.22",5.28,291.20,413.55,11.87,75.50,2.20,0.00
3.78,157.85,"20,384.77",4.67,300.05,432.43,12.70,,4.40,0.00
7.14,184.75,"22,575.19",6.91,,504.87,18.50,66.14,4.14,0.00
,171.59,"14,784.76",7.40,351.88,366.67,10.50,57.86,3.21,0.00
7.91,211.38,"34,808.44",8.91,,594.90,16.68,72.05,2.88,0.00
,193.12,"17,388.98",7.70,382.06,468.94,16.23,67.87,4.22,0.00
9.13,184.68,"10,418.11",6.85,388.07,371.48,10.44,68.18,3.76,0.00
5.27,193.17,"22,005.44",6.18,267.83,351.48,15.66,68.62,4.12,0.00
6.47,241.27,"43,958.68",7.42,306.02,544.60,20.77,89.65,3.79,0.00
8.25,199.31,"13,909.48",9.37,406.05,423.74,14.80,97.28,4.13,0.00
,196.43,"18,128.91",8.01,323.55,313.36,18.60,67.96,3.50,0.00
6.70,176.90,"28,140.77",6.94,,455.97,16.04,40.08,3.81,0.00
6.43,207.58,"26,855.11",7.09,304.17,418.42,17.92,34.82,4.81,0.00
7.48,186.09,"19,621.33",8.17,369.19,475.21,12.13,105.17,4.09,0.00
5.50,164.50,"11,950.24",6.80,302.19,537.54,14.39,69.94,4.66,0.00
7.52,198.35,"20,139.43",7.18,,603.05,13.77,84.82,3.11,0.00
,164.09,"9,344.65",5.96,349.02,367.39,13.94,88.77,4.56,0.00
8.52,208.13,"16,446.33",6.73,372.50,346.37,12.00,80.76,3.36,0.00
5.69,193.43,"18,742.93",6.56,327.00,448.75,13.62,56.33,4.11,0.00
6.93,176.97,"15,323.41",5.67,369.34,435.95,21.81,104.75,3.88,0.00
6.12,226.08,"24,699.52",6.71,298.33,429.71,14.54,71.05,3.69,0.00
8.58,197.56,"15,888.63",4.87,311.56,464.73,18.74,40.22,3.51,0.00
5.69,181.58,"17,589.27",7.24,350.78,345.54,16.03,,4.59,0.00
,199.06,"39,927.74",5.45,259.01,257.96,14.24,52.62,4.06,0.00
7.23,213.32,"23,129.75",6.19,304.56,624.23,16.98,73.73,4.15,0.00
7.20,168.64,"12,763.27",6.90,,566.25,12.44,65.75,3.84,0.00
3.85,190.99,"26,895.26",5.63,,660.25,18.13,78.15,3.58,0.00
5.90,178.68,"17,420.09",5.29,,473.69,16.44,79.47,5.03,0.00
,247.45,"43,846.03",7.87,324.24,334.17,16.66,54.24,3.57,0.00
8.33,213.87,"35,477.77",8.36,346.79,569.10,17.47,62.79,4.40,0.00
6.89,198.54,"26,240.49",5.15,,436.93,8.63,86.81,3.56,0.00
5.55,217.02,"34,006.77",6.65,331.40,430.27,15.65,64.98,4.60,0.00
,175.59,"17,092.23",7.34,323.15,491.73,11.71,52.36,4.32,0.00
5.39,206.90,"20,416.65",7.31,356.38,525.12,10.22,70.03,4.32,0.00
7.26,212.52,"38,713.11",5.84,262.10,332.43,14.10,70.30,4.85,0.00
6.26,180.41,"13,826.26",7.08,346.63,422.60,11.84,77.84,3.99,0.00
7.03,205.40,"21,884.54",7.28,304.73,442.41,15.84,65.58,2.94,0.00
6.58,196.13,"16,609.93",6.67,323.37,304.71,12.50,85.68,3.92,0.00
6.57,159.73,"19,044.68",6.69,283.51,393.63,18.21,67.05,2.77,0.00
6.62,196.89,"16,010.52",7.26,,264.28,14.41,45.45,5.29,0.00
7.22,180.19,"13,579.55",5.99,317.96,421.96,12.37,63.45,3.75,0.00
5.25,191.98,"34,793.85",5.82,,395.71,12.57,54.97,3.49,0.00
8.13,177.10,"13,238.07",6.68,,450.72,20.60,85.11,3.54,0.00
6.62,150.72,"11,388.53",6.81,370.75,431.43,7.71,73.63,4.09,0.00
,206.32,"18,752.27",8.20,344.59,510.49,5.36,61.91,3.29,0.00
6.22,205.65,"32,911.93",5.95,298.39,414.77,12.13,79.25,2.08,0.00
5.02,156.97,"19,272.70",6.18,331.56,341.36,16.20,75.30,4.09,0.00
6.91,210.28,"40,290.22",6.87,294.02,340.70,18.25,84.02,1.50,0.00
6.31,162.34,"20,849.19",7.09,,387.96,15.05,83.92,4.13,0.00
,179.32,"5,075.27",8.74,455.45,392.35,16.84,76.24,4.40,0.00
7.29,180.84,"15,823.34",7.72,,457.52,8.86,37.73,4.40,0.00
6.63,186.76,"30,939.02",7.70,,330.88,13.82,86.75,3.49,0.00
8.02,180.06,"12,135.72",6.26,310.07,666.69,17.66,66.59,3.18,0.00
4.25,168.57,"16,073.67",5.36,261.27,449.05,11.35,86.95,4.12,0.00
4.27,199.50,"25,634.53",5.91,260.26,300.55,12.20,55.94,4.90,0.00
9.27,203.25,"20,478.79",6.84,337.30,508.28,19.16,,4.33,0.00
9.62,210.26,"18,185.05",7.94,,387.33,17.48,65.99,3.17,0.00
7.09,192.39,"25,524.82",7.35,322.74,548.92,14.52,64.12,3.99,0.00
3.43,152.48,"16,318.73",5.97,313.06,412.92,9.97,68.51,4.10,0.00
8.44,242.49,"44,896.98",7.86,,575.94,14.53,50.77,2.50,0.00
12.25,217.37,"11,318.14",8.47,375.89,347.65,9.76,73.83,3.53,0.00
7.34,198.53,"14,037.04",5.79,,479.24,11.09,61.10,5.29,0.00
4.62,192.57,"14,982.31",6.08,,344.15,11.09,88.48,2.63,0.00
8.31,229.94,"18,452.65",6.90,338.48,464.90,9.51,84.05,4.63,0.00
4.91,157.24,"10,488.77",6.93,,311.75,11.02,48.53,5.35,0.00
7.71,178.81,"18,610.12",7.73,,462.20,13.89,64.84,4.24,0.00
,173.82,"26,552.97",6.29,293.17,366.72,13.27,72.13,3.21,0.00
7.82,179.22,"27,558.54",7.50,315.45,359.10,12.62,52.38,3.33,0.00
8.21,189.94,"17,447.99",6.76,,449.41,15.34,54.95,4.15,0.00
6.96,187.75,"13,457.21",7.36,330.75,350.60,16.72,77.67,4.19,0.00
,193.93,"14,936.50",7.20,309.45,447.45,12.18,,4.30,0.00
4.35,157.51,"24,352.07",5.97,287.05,432.64,10.67,44.29,4.44,0.00
6.63,195.70,"21,495.54",6.55,363.69,335.80,11.40,66.17,2.53,0.00
8.97,195.74,"9,049.68",7.47,396.45,378.53,17.76,114.21,3.98,0.00
6.77,194.64,"15,719.49",6.75,339.00,441.73,22.89,75.47,3.24,0.00
6.72,223.18,"41,552.02",7.74,271.16,463.89,13.17,61.06,2.92,0.00
,221.39,"27,979.74",6.57,349.62,355.78,9.99,81.96,3.44,0.00
6.97,218.79,"33,933.71",8.98,361.00,438.81,18.63,71.92,3.27,0.00
,225.97,"32,617.12",7.38,259.21,355.88,11.12,66.36,3.23,0.00
7.05,240.85,"19,500.35",8.05,383.67,377.19,12.96,55.52,5.67,0.00
7.76,196.78,"19,024.69",6.91,392.80,338.43,10.77,76.62,2.73,0.00
8.58,174.51,"6,493.55",7.04,409.38,403.60,16.12,52.17,3.20,0.00
6.90,173.15,"10,323.96",7.44,376.81,538.62,10.40,36.75,3.04,0.00
7.81,203.38,"24,470.20",7.63,321.97,516.65,17.24,80.65,4.10,0.00
5.92,154.77,"9,712.56",5.33,,386.22,16.58,65.88,4.27,0.00
7.02,225.35,"23,109.85",5.91,320.54,459.90,13.67,77.34,3.68,0.00
,189.81,"19,887.77",8.12,415.93,547.03,12.96,70.94,4.89,0.00
8.13,206.79,"25,838.13",8.68,346.61,472.28,11.63,,2.97,0.00
6.06,184.37,"14,807.27",5.75,384.82,462.01,14.75,34.27,4.37,0.00
5.34,211.66,"45,166.91",6.65,279.77,485.96,19.68,70.55,4.24,0.00
,152.51,"11,398.73",8.73,400.67,385.34,11.68,58.60,5.44,0.00
5.74,182.94,"21,293.89",6.83,306.54,435.23,11.14,68.61,4.27,0.00
6.58,182.38,"24,723.11",6.24,,414.35,17.58,78.21,4.40,0.00
8.07,198.87,"18,266.62",6.90,396.62,376.71,10.92,87.38,3.06,0.00
6.65,187.95,"19,155.73",5.95,345.36,433.88,20.52,26.14,3.66,0.00
5.51,164.50,"21,543.73",5.98,,453.88,13.34,55.75,2.78,0.00
,214.97,"36,112.13",7.09,,414.10,15.87,71.63,2.43,0.00
6.44,174.78,"11,306.26",6.69,,544.35,17.11,89.12,3.68,0.00
,194.45,"41,461.32",6.95,239.91,362.50,14.11,58.75,4.89,0.00
8.25,201.34,"24,912.88",7.88,389.09,415.68,12.84,51.86,3.54,0.00
2.57,201.60,"48,204.17",6.38,261.72,429.75,10.78,79.72,5.51,0.00
5.66,186.65,"18,678.95",5.15,313.08,335.51,17.55,59.57,3.57,0.00
9.00,234.84,"20,933.51",7.98,365.06,444.08,12.17,54.40,3.70,0.00
5.59,171.33,"17,732.24",5.59,343.04,466.45,13.83,59.38,4.37,0.00
6.27,159.29,"18,711.06",6.84,314.22,499.60,15.06,68.11,3.27,0.00
6.92,201.41,"16,515.87",8.46,357.94,336.05,20.93,60.52,4.24,0.00
8.07,210.27,"16,843.36",8.79,359.52,559.17,17.26,68.74,5.08,0.00
8.83,196.56,"17,699.61",8.94,379.91,486.86,17.52,61.18,3.79,0.00
8.65,183.60,"12,995.89",6.20,382.36,489.76,18.08,93.41,3.62,0.00
7.48,215.43,"31,359.39",7.50,337.46,477.24,12.19,53.91,4.02,0.00
11.53,183.26,"4,111.79",7.42,398.96,475.26,10.84,69.42,3.00,0.00
6.45,179.00,"23,129.46",6.35,326.85,371.88,13.18,41.53,3.44,0.00
8.19,172.29,"13,528.55",7.35,377.46,455.02,7.24,,3.49,0.00
7.25,210.27,"31,561.96",9.08,,558.53,13.42,73.63,3.32,0.00
7.89,201.43,"20,526.05",5.63,299.02,303.88,15.25,71.54,3.30,0.00
6.16,203.02,"19,231.68",8.55,,371.17,8.23,76.66,3.45,0.00
7.94,170.45,"6,626.38",5.12,372.63,316.02,23.14,73.79,4.27,0.00
8.28,227.65,"17,995.41",7.49,323.38,459.87,14.36,16.29,3.69,0.00
4.91,173.78,"14,786.14",5.84,267.56,620.35,7.78,38.79,3.15,0.00
8.14,182.43,"10,673.58",6.61,,427.55,13.72,77.77,2.57,0.00
5.12,179.70,"26,215.40",5.50,303.26,369.62,14.76,82.83,3.81,0.00
6.45,163.45,"16,906.33",5.15,283.22,397.51,16.79,82.02,3.33,0.00
5.61,204.57,"16,615.91",5.62,316.10,341.52,15.17,73.45,3.47,0.00
5.75,241.60,"31,871.29",7.30,203.44,495.95,22.76,71.43,5.92,0.00
6.91,199.64,"15,201.34",5.14,,306.02,15.21,90.58,3.28,0.00
6.34,228.46,"29,342.71",6.96,,398.18,15.55,92.01,3.75,0.00
8.12,200.35,"25,412.71",6.55,314.09,411.99,12.42,59.76,4.43,0.00
,194.17,"11,275.87",7.27,399.28,427.90,15.21,34.47,2.91,0.00
8.94,218.39,"23,774.26",6.41,324.84,413.00,13.45,63.58,5.17,0.00
6.45,190.32,"22,034.95",6.91,,353.90,12.16,67.21,3.43,0.00
8.46,225.71,"15,677.97",6.41,314.33,636.26,10.61,71.96,3.51,0.00
6.93,210.43,"22,802.04",5.95,,473.80,13.90,64.04,4.15,0.00
6.26,173.84,"25,456.27",6.23,,482.02,14.24,70.70,4.19,0.00
5.67,203.45,"27,244.63",6.60,,361.24,11.10,68.92,5.60,0.00
7.95,211.80,"15,938.29",6.64,385.65,392.17,9.62,40.23,5.43,0.00
7.50,210.99,"23,707.47",7.15,,484.84,18.08,52.97,4.45,0.00
4.70,198.91,"24,767.17",7.88,353.48,512.84,19.96,44.35,4.64,0.00
6.71,203.64,"23,748.18",6.73,342.44,455.97,15.88,63.68,3.86,0.00
9.50,175.59,"4,466.26",6.42,370.85,406.31,13.75,57.44,4.24,0.00
4.41,169.74,"15,039.71",6.31,352.92,424.25,14.44,79.17,4.09,0.00
6.81,166.59,"18,852.12",7.85,,294.38,13.45,54.12,4.12,0.00
6.98,181.12,"17,503.31",6.93,,181.48,11.60,72.03,4.43,0.00
6.97,205.98,"19,207.31",7.29,283.48,459.18,17.92,50.88,3.03,0.00
5.76,184.85,"22,159.02",6.30,347.78,449.44,12.95,65.84,2.91,0.00
8.40,199.50,"16,772.23",8.12,343.40,402.46,17.24,75.85,2.84,0.00
8.83,189.98,"13,527.99",7.15,408.59,338.51,18.54,,3.05,0.00
9.40,162.16,"9,225.77",8.28,,451.52,12.63,80.25,3.53,0.00
7.59,201.07,"19,214.19",7.71,351.39,451.21,4.37,74.67,3.54,0.00
5.15,198.33,"16,795.32",6.71,326.95,303.33,12.51,66.38,4.84,0.00
4.92,191.47,"23,425.33",6.86,,316.42,18.28,43.43,3.61,0.00
,202.89,"24,518.57",7.22,360.15,492.35,16.74,72.71,4.17,0.00
7.37,180.74,"25,672.31",7.38,310.57,298.05,12.67,27.56,4.08,0.00
8.28,200.16,"29,381.94",7.25,,456.47,15.16,70.34,4.77,0.00
10.20,211.96,"21,708.95",7.49,,395.14,21.52,62.66,3.27,0.00
4.56,189.26,"23,829.79",7.82,325.17,401.55,13.62,,4.82,0.00
,205.95,"29,743.82",7.52,,430.25,20.72,82.40,3.89,0.00
5.20,195.33,"23,051.44",6.96,245.73,473.55,11.66,49.52,3.93,0.00
9.15,230.56,"30,468.64",7.67,337.56,539.63,16.13,58.13,5.44,0.00
7.62,204.87,"8,403.28",6.01,418.31,311.18,12.74,67.28,4.24,0.00
7.81,183.70,"9,812.12",7.61,400.37,539.61,12.35,90.39,4.71,0.00
7.72,203.35,"35,800.70",7.68,312.92,424.97,18.09,96.44,4.17,0.00
9.06,197.67,"17,403.53",7.69,337.46,414.77,15.35,63.70,3.32,0.00
8.08,213.76,"21,689.63",8.77,325.03,508.12,17.04,,5.25,0.00
5.85,210.44,"33,095.39",6.10,312.38,482.45,11.81,61.94,4.87,0.00
8.47,199.49,"26,559.38",7.90,351.74,491.52,9.50,66.15,2.94,0.00
9.23,180.94,"10,345.40",6.06,,397.04,18.22,53.98,3.84,0.00
8.17,208.28,"12,806.83",5.49,322.92,472.03,13.39,28.57,4.00,0.00
6.38,211.92,"20,709.28",6.17,278.95,525.08,16.68,74.53,4.99,0.00
6.99,221.00,"20,769.52",8.36,307.52,326.59,12.29,62.77,4.81,0.00
10.38,200.00,"8,644.83",9.82,442.76,473.81,14.16,64.16,3.58,0.00
,182.10,"17,423.41",6.82,,495.51,11.56,85.86,3.57,0.00
3.59,213.70,"33,431.67",5.54,308.38,465.63,18.13,50.08,4.14,0.00
7.39,201.06,"13,921.15",7.77,,560.77,14.47,74.37,4.41,0.00
6.97,158.04,"12,256.68",7.11,371.52,382.44,14.41,78.10,2.96,0.00
6.70,182.13,"24,316.88",7.01,341.33,479.54,20.09,53.93,4.22,0.00
7.14,183.43,"16,916.41",6.54,,363.77,10.14,42.32,3.15,0.00
6.65,213.96,"16,388.41",7.66,357.73,372.69,15.38,31.90,5.14,0.00
,182.06,"17,869.46",9.83,361.54,359.45,20.21,49.16,4.17,0.00
7.94,197.05,"10,762.94",7.52,384.79,406.12,16.24,74.61,2.99,0.00
8.23,182.20,"18,132.09",6.71,335.78,569.93,15.12,63.36,2.78,0.00
8.67,162.36,"3,802.41",6.28,,337.97,19.27,84.19,3.49,0.00
5.06,214.53,"21,035.11",9.13,,471.18,13.33,58.19,5.12,0.00
7.89,176.32,"11,697.61",8.20,376.78,383.02,12.68,57.28,2.87,0.00
7.04,194.05,"16,733.12",7.70,350.24,504.93,19.70,82.25,3.97,0.00
8.31,177.17,"8,451.32",5.81,335.87,361.69,14.36,50.93,4.46,0.00
8.27,168.69,"13,181.67",6.38,298.31,294.30,12.37,79.21,4.41,0.00
,199.57,"25,305.10",5.96,329.13,287.60,13.79,33.78,4.13,0.00
7.40,217.94,"24,502.16",5.92,,426.00,12.26,49.50,2.46,0.00
6.37,183.79,"11,619.71",6.04,343.83,362.78,16.64,73.26,2.61,0.00
8.41,185.18,"29,985.25",8.18,,489.90,17.70,74.23,4.35,0.00
7.10,207.54,"22,671.48",6.28,295.59,297.11,17.11,71.02,4.91,0.00
7.32,196.10,"19,534.42",6.66,297.84,418.08,17.16,69.47,2.98,0.00
5.20,173.12,"11,178.40",5.89,343.21,390.07,14.16,65.43,3.81,0.00
,213.47,"20,626.52",8.44,318.74,337.90,7.69,77.00,3.24,0.00
,215.75,"36,776.14",6.67,294.11,489.89,11.18,,4.75,0.00
6.28,178.71,"16,950.02",7.87,370.33,388.55,10.97,74.61,3.02,0.00
6.82,146.13,"13,467.88",6.42,289.58,412.84,14.31,81.53,4.02,0.00
6.63,209.16,"20,487.92",7.28,332.88,524.88,20.75,60.24,3.16,0.00
10.30,199.61,"11,278.83",7.46,433.45,461.98,17.10,63.19,3.86,0.00
6.12,181.31,"15,135.13",5.82,293.84,391.61,11.59,61.95,5.46,0.00
,196.14,"10,540.34",6.46,359.17,400.68,13.58,45.90,4.15,0.00
6.85,165.82,"6,068.45",6.13,373.21,442.79,11.12,64.03,4.26,0.00
,227.08,"45,166.64",8.08,279.76,472.25,17.01,72.61,3.14,0.00
6.41,197.68,"19,505.30",8.26,,436.06,12.90,,2.20,0.00
5.12,195.02,"17,279.51",7.03,336.47,446.71,4.86,72.84,3.50,0.00
3.43,185.34,"22,690.24",8.15,309.22,398.37,10.03,55.95,5.39,0.00
10.85,236.73,"14,036.16",9.00,,564.90,17.41,,3.13,0.00
8.73,213.61,"18,862.67",8.67,324.03,396.23,20.06,96.59,4.57,0.00
10.35,241.67,"18,588.30",8.78,,303.69,13.62,75.13,5.23,0.00
8.17,192.39,"19,808.54",6.96,377.70,503.52,13.78,59.54,3.99,0.00
8.03,197.61,"25,204.67",6.50,330.55,490.82,15.11,89.80,2.45,0.00
8.21,188.28,"19,902.82",5.00,,331.35,15.06,57.81,3.63,0.00
7.89,203.30,"16,853.68",7.33,339.77,398.99,19.32,58.57,3.51,0.00
,218.41,"11,370.65",6.87,392.84,284.55,16.10,,3.27,0.00
5.49,192.51,"21,715.77",5.45,,553.29,13.08,87.28,3.65,0.00
8.16,162.23,"10,494.57",8.09,423.95,487.32,16.01,69.98,4.13,0.00
6.87,184.25,"14,464.12",6.76,371.28,497.70,14.78,73.43,3.48,0.00
